800	123
803	124
806	120.5
809	110.5
812	132
815	126
818	114
821	113
824	120
827	103
830	112
833	103
836	108.5
839	114.5
842	115.5
845	118.5
848	114
851	130.5
854	97.5
857	96
860	104.5
863	109.5
866	112
869	98
872	107
875	107.5
878	106
881	104.5
884	113
887	130.5
890	121
893	120.5
896	115
899	103.5
902	119.5
905	119
908	113
911	132
914	124
917	118.5
920	127
923	121.5
926	128
929	128.5
932	139.5
935	125.5
938	127.5
941	130
944	117
947	122.5
950	125
953	127
956	127.5
959	124
962	129.5
965	112
968	115.5
971	114
974	139
977	145.5
980	135
983	132
986	136.5
989	132
992	139.5
995	146
998	145
1001	136
1004	119
1007	148.5
1010	139
1013	138
1016	146.5
1019	141
1022	150
1025	160
1028	153.5
1031	145.5
1034	160
1037	138
1040	156
1043	156
1046	162
1049	167.5
1052	157.5
1055	161.5
1058	151.5
1061	169.5
1064	164.5
1067	158
1070	170
1073	156.5
1076	171
1079	150
1082	141
1085	162.5
1088	154
1091	142.5
1094	141
1097	151.5
1100	146.5
1103	165.5
1106	168
1109	148
1112	163.5
1115	165.5
1118	148.5
1121	153
1124	164
1127	166.5
1130	156.5
1133	161
1136	177.5
1139	164
1142	153
1145	172
1148	157
1151	147.5
1154	184.5
1157	151
1160	149.5
1163	170.5
1166	167.5
1169	173.5
1172	166.5
1175	167.5
1178	170
1181	178
1184	163
1187	180
1190	189.5
1193	171.5
1196	167.5
1199	191.5
1202	172
1205	181
1208	165
1211	184.5
1214	181
1217	183
1220	182
1223	186.5
1226	166.5
1229	186.5
1232	191.5
1235	197.5
1238	181.5
1241	205.5
1244	196.5
1247	197
1250	189
1253	204.5
1256	207.5
1259	212.5
1262	198
1265	190
1268	199.5
1271	202.5
1274	187
1277	199
1280	220.5
1283	204.5
1286	208.5
1289	218.5
1292	214.5
1295	219
1298	206.5
1301	213
1304	210
1307	227
1310	213
1313	216
1316	222
1319	210
1322	219.5
1325	210.5
1328	245.5
1331	228.5
1334	245.5
1337	228.5
1340	243
1343	228
1346	243
1349	243.5
1352	260
1355	228.5
1358	218
1361	218.5
1364	239
1367	230.5
1370	231.5
1373	249
1376	235.5
1379	256.5
1382	226.5
1385	234
1388	238
1391	255
1394	242
1397	218.5
1400	219
1403	240
1406	253.5
1409	241
1412	227.5
1415	234.5
1418	241.5
1421	233.5
1424	243
1427	221
1430	241
1433	239
1436	248.5
1439	241
1442	239.5
1445	247.5
1448	229
1451	255
1454	236.5
1457	233
1460	244.5
1463	230
1466	243.5
1469	247.5
1472	238.5
1475	232.5
1478	240
1481	228
1484	242
1487	235.5
1490	226
1493	245
1496	245.5
1499	221.5
1502	239.5
1505	220
1508	243.5
1511	222
1514	228.5
1517	232
1520	220.5
1523	241.5
1526	236.5
1529	234.5
1532	255
1535	236
1538	231.5
1541	252.5
1544	229
1547	237
1550	257.5
1553	263.5
1556	248
1559	251.5
1562	241.5
1565	228.5
1568	231.5
1571	232
1574	239
1577	243.5
1580	241.5
1583	231.5
1586	242
1589	255.5
1592	232.5
1595	230
1598	238
1601	241.5
1604	222.5
1607	218.5
1610	214
1613	231.5
1616	252
1619	220.5
1622	244
1625	212
1628	208
1631	202
1634	214
1637	211.5
1640	187.5
1643	198
1646	194.5
1649	173.5
1652	185
1655	167
1658	161.5
1661	201
1664	163.5
1667	158.5
1670	166
1673	157.5
1676	157
1679	162.5
1682	165
1685	149
1688	153
1691	142
1694	155
1697	147.5
1700	136
1703	142
1706	133
1709	119.5
1712	119.5
1715	120
1718	126.5
1721	120
1724	117
1727	120
1730	108.5
1733	121
1736	102.5
1739	102.5
1742	117
1745	99.5
1748	113
1751	99.5
1754	128
1757	110
1760	82
1763	94.5
1766	111
1769	103
1772	93
1775	99
1778	86.5
1781	103.5
1784	107.5
1787	102
1790	114
1793	103
1796	99.5
1799	96.5
1802	109.5
1805	94.5
1808	102.5
1811	98
1814	97
1817	99
1820	94
1823	93
1826	88.5
1829	98.5
1832	97
1835	98.5
1838	107
1841	89
1844	95
1847	99
1850	93.5
1853	89
1856	98
1859	109
1862	93
1865	104
1868	97
1871	94
1874	92
1877	109.5
1880	100.5
1883	100.5
1886	89
1889	105.5
1892	109
1895	105
1898	95.5
1901	97.5
1904	102.5
1907	93.5
1910	102
1913	98
1916	107.5
1919	100.5
1922	99
1925	96
1928	105
1931	101.5
1934	104
1937	97
1940	97
1943	111
1946	102
1949	97
1952	106.5
1955	93.5
1958	99
1961	93.5
1964	87
1967	101.5
1970	89.5
1973	95
1976	96.5
1979	102
1982	89
1985	99.5
1988	83.5
1991	90.5
1994	111
1997	103
2000	91.5
2003	96.5
2006	95
2009	87
2012	93.5
2015	105
2018	97
2021	94.5
2024	87.5
2027	90
2030	102
2033	101
2036	106
2039	102.5
2042	97.5
2045	99
2048	98
2051	90
2054	102.5
2057	104
2060	101.5
2063	93.5
2066	96
2069	88.5
2072	98
2075	77.5
2078	102
2081	98.5
2084	79
2087	100
2090	112
2093	105.5
2096	101
2099	95.5
2102	113
2105	105
2108	100.5
2111	81
2114	93
2117	99.5
2120	91.5
2123	95.5
2126	97.5
2129	108
2132	100.5
2135	97.5
2138	101.5
2141	95
2144	100
2147	86
2150	98
2153	99
2156	99.5
2159	91
2162	91
2165	98.5
2168	81
2171	100.5
2174	92.5
2177	101.5
2180	97.5
2183	90.5
2186	101.5
2189	98.5
2192	94.5
2195	96.5
2198	105
2201	93.5
2204	108
2207	88
2210	85
2213	85.5
2216	95.5
2219	90.5
2222	81.5
2225	84.5
2228	84.5
2231	89
2234	93
2237	90.5
2240	95.5
2243	97
2246	96
2249	105.5
2252	89.5
2255	95
2258	103
2261	95
2264	98.5
2267	103
2270	109
2273	94.5
2276	109.5
2279	79.5
2282	86.5
2285	81.5
2288	90
2291	91
2294	97
2297	88
2300	111.5
2303	86.5
2306	95.5
2309	102.5
2312	107
2315	92.5
2318	88.5
2321	91.5
2324	101
2327	135
2330	133
2333	125
2336	104.5
2339	100.5
2342	95.5
2345	98.5
2348	92
2351	86.5
2354	105
2357	101.5
2360	106.5
2363	92.5
2366	103
2369	98
2372	100
2375	100.5
2378	109
2381	91
2384	98.5
2387	84
2390	91
2393	91
2396	93
2399	87
2402	99.5
2405	109
2408	98.5
2411	95
2414	87
2417	101.5
2420	99.5
2423	91
2426	85.5
2429	82
2432	92
2435	100
2438	109.5
2441	87.5
2444	95
2447	100
2450	96
2453	102.5
2456	104.5
2459	92.5
2462	92
2465	97
2468	86.5
2471	96.5
2474	98.5
2477	99
2480	90.5
2483	86.5
2486	104.5
2489	92
2492	108.5
2495	103.5
2498	107.5
2501	97.5
2504	101
2507	98
2510	99.5
2513	96.5
2516	107.5
2519	102.5
2522	94.5
2525	87.5
2528	105
2531	107
2534	99.5
2537	108
2540	102.5
2543	96
2546	103
2549	93
2552	102
2555	88
2558	96
2561	102
2564	101.5
2567	88
2570	92
2573	103.5
2576	108
2579	104.5
2582	111.5
2585	107.5
2588	92.5
2591	88.5
2594	97
2597	101
2600	96
2603	102.5
2606	92.5
2609	120.5
2612	101.5
2615	89.5
2618	98
2621	88.5
2624	94.5
2627	94.5
2630	88
2633	92
2636	95.5
2639	91.5
2642	111.5
2645	101.5
2648	88.5
2651	88.5
2654	98
2657	96
2660	94
2663	94
2666	102
2669	104
2672	102.5
2675	105.5
2678	100.5
2681	85.5
2684	103.5
2687	104
2690	104.5
2693	94
2696	97
2699	93.5
2702	100.5
2705	104.5
2708	102
2711	102.5
2714	101
2717	104
2720	102
2723	90
2726	95.5
2729	99
2732	104.5
2735	97.5
2738	98
2741	86.5
2744	96
2747	92
2750	95.5
2753	89
2756	86.5
2759	96.5
2762	96.5
2765	102.5
2768	97
2771	102
2774	99
2777	95.5
2780	97
2783	88.5
2786	102.5
2789	95
2792	86.5
2795	86.5
2798	109
2801	106
2804	113
2807	104.5
2810	93
2813	94
2816	95
2819	106
2822	94.5
2825	94
2828	103.5
2831	106
2834	110
2837	106
2840	91
2843	102.5
2846	88
2849	91
2852	113
2855	103
2858	89.5
2861	88
2864	99
2867	101.5
2870	94.5
2873	90
2876	103
2879	98.5
2882	97
2885	96.5
2888	103
2891	89.5
2894	88
2897	97.5
2900	99
2903	93
2906	96.5
2909	89
2912	101.5
2915	86.5
2918	102
2921	95
2924	95.5
2927	84.5
2930	93
2933	89
2936	97.5
2939	96
2942	91.5
2945	81
2948	98
2951	97
2954	100
2957	89.5
2960	94.5
2963	87.5
2966	98
2969	101.5
2972	89.5
2975	90
2978	93.5
2981	87
2984	98.5
2987	98
2990	94
2993	106.5
2996	94
2999	91.5
3002	90.5
3005	83.5
3008	91
3011	87
3014	88.5
3017	91.5
3020	102
3023	86
3026	84
3029	100.5
3032	80.5
3035	100
3038	94.5
3041	86.5
3044	81
3047	96.5
3050	93.5
3053	80
3056	92
3059	98.5
3062	92.5
3065	91.5
3068	80.5
3071	91
3074	96.5
3077	86.5
3080	84
3083	88
3086	86.5
3089	84
3092	89.5
3095	84
3098	83.5
3101	91
3104	80
3107	98.5
3110	87.5
3113	79.5
3116	95.5
3119	92.5
3122	89
3125	90
3128	74
3131	80.5
3134	82.5
3137	84.5
3140	91
3143	84
3146	93.5
3149	79
3152	84.5
3155	86.5
3158	88
3161	68
3164	82
3167	80.5
3170	78.5
3173	83.5
3176	81.5
3179	79
3182	89
3185	71.5
3188	92.5
3191	87
3194	72
3197	88
3200	92
3203	88
3206	86.5
3209	78
3212	81.5
3215	84
3218	88
3221	87.5
3224	86.5
3227	90.5
3230	83
3233	91.5
3236	82
3239	78
3242	78.5
3245	89.5
3248	81.5
3251	83
3254	82.5
3257	76.5
3260	88.5
3263	84.5
3266	82
3269	77.5
3272	88.5
3275	90
3278	85
3281	81
3284	75
3287	78
3290	87
3293	70.5
3296	80.5
3299	76.5
3302	80.5
3305	82
3308	91.5
3311	80.5
3314	71
3317	73.5
3320	73.5
3323	70
3326	74.5
3329	72
3332	73
3335	69.5
3338	77
3341	77
3344	93.5
3347	84
3350	73.5
3353	79
3356	74
3359	82.5
3362	77.5
3365	74
3368	77.5
3371	86
3374	71.5
3377	83.5
3380	89
3383	72
3386	70
3389	70
3392	78.5
3395	79.5
3398	72
3401	86.5
3404	78.5
3407	80.5
3410	70.5
3413	77
3416	68.5
3419	72
3422	74
3425	74
3428	81
3431	78
3434	83
3437	77
3440	69
3443	86
3446	73
3449	74.5
3452	82
3455	64.5
3458	76.5
3461	79.5
3464	70.5
3467	64
3470	76.5
3473	80
3476	81.5
3479	85
3482	72.5
3485	63.5
3488	76
3491	73.5
3494	75.5
3497	84.5
3500	73
