800	327
803	342
806	324.5
809	337
812	320
815	331
818	311
821	312
824	282.5
827	322.5
830	320.5
833	316.5
836	289.5
839	300
842	322.5
845	309.5
848	293
851	279
854	284.5
857	310
860	306
863	306.5
866	306.5
869	297
872	297.5
875	291
878	302
881	298
884	283
887	300
890	303
893	301
896	300
899	273.5
902	298.5
905	280
908	288.5
911	297.5
914	290.5
917	265
920	297
923	309.5
926	290.5
929	292
932	293
935	296
938	292
941	298
944	307.5
947	312
950	289
953	290
956	293.5
959	298.5
962	290
965	305.5
968	294
971	292.5
974	296.5
977	294
980	305
983	278
986	290.5
989	314
992	309
995	301
998	286.5
1001	298
1004	311.5
1007	300.5
1010	309
1013	347
1016	293
1019	322.5
1022	306.5
1025	330.5
1028	301
1031	323.5
1034	338
1037	297
1040	321.5
1043	328.5
1046	318
1049	321.5
1052	308.5
1055	338
1058	313
1061	311.5
1064	333.5
1067	341.5
1070	343
1073	339.5
1076	316
1079	340
1082	312.5
1085	345
1088	339
1091	334
1094	358
1097	355
1100	334.5
1103	347
1106	337.5
1109	327.5
1112	341.5
1115	328
1118	331.5
1121	325
1124	325.5
1127	348.5
1130	317.5
1133	354
1136	337
1139	336
1142	338
1145	347.5
1148	349.5
1151	330.5
1154	337.5
1157	343
1160	335
1163	355.5
1166	348
1169	346
1172	347.5
1175	364
1178	354
1181	360
1184	373
1187	368
1190	365
1193	363
1196	386.5
1199	370
1202	383
1205	383.5
1208	372
1211	404
1214	387
1217	398
1220	382
1223	399
1226	401
1229	403.5
1232	413
1235	421.5
1238	406.5
1241	423.5
1244	450
1247	422.5
1250	410
1253	431.5
1256	461
1259	427
1262	471.5
1265	435
1268	452.5
1271	445
1274	453
1277	485.5
1280	449
1283	465.5
1286	474
1289	449
1292	464.5
1295	486.5
1298	466.5
1301	489.5
1304	503.5
1307	489.5
1310	498
1313	496
1316	502.5
1319	506.5
1322	536
1325	511
1328	523.5
1331	530
1334	511
1337	541
1340	532.5
1343	534.5
1346	519.5
1349	565
1352	554.5
1355	556
1358	546.5
1361	583.5
1364	557.5
1367	591.5
1370	579.5
1373	588
1376	571.5
1379	584
1382	564.5
1385	602
1388	566
1391	574
1394	576
1397	593
1400	616
1403	569.5
1406	591
1409	606
1412	583.5
1415	608
1418	555.5
1421	600.5
1424	571.5
1427	609
1430	631
1433	572.5
1436	587
1439	580.5
1442	604.5
1445	590.5
1448	558
1451	605.5
1454	577.5
1457	622.5
1460	578.5
1463	604
1466	626
1469	582.5
1472	593.5
1475	613.5
1478	620
1481	582.5
1484	621.5
1487	627
1490	633
1493	632
1496	650.5
1499	629
1502	670
1505	672.5
1508	650.5
1511	646.5
1514	678
1517	681.5
1520	657.5
1523	663.5
1526	696
1529	692
1532	703
1535	673
1538	679
1541	697
1544	684
1547	694
1550	729
1553	662
1556	684
1559	711.5
1562	685.5
1565	741.5
1568	712.5
1571	718
1574	698
1577	739
1580	674.5
1583	703.5
1586	681.5
1589	673.5
1592	698.5
1595	677.5
1598	667
1601	641
1604	652
1607	645.5
1610	615
1613	635.5
1616	589.5
1619	640.5
1622	586
1625	586.5
1628	546
1631	563.5
1634	558
1637	587.5
1640	524.5
1643	510.5
1646	498
1649	507
1652	479.5
1655	470
1658	441.5
1661	458.5
1664	413.5
1667	449
1670	408.5
1673	401.5
1676	375.5
1679	347
1682	371
1685	357.5
1688	377.5
1691	353
1694	336
1697	332.5
1700	314
1703	333
1706	313.5
1709	319
1712	327.5
1715	282.5
1718	287.5
1721	283.5
1724	302.5
1727	273
1730	285
1733	274
1736	285
1739	274.5
1742	285.5
1745	260
1748	268.5
1751	253.5
1754	262.5
1757	248
1760	268.5
1763	250.5
1766	245
1769	243.5
1772	223
1775	244
1778	265.5
1781	249
1784	235.5
1787	253
1790	255.5
1793	263
1796	229.5
1799	237
1802	263
1805	237
1808	241
1811	244.5
1814	251
1817	243
1820	245
1823	243
1826	205.5
1829	254
1832	248.5
1835	249
1838	248.5
1841	231
1844	237
1847	235.5
1850	246.5
1853	242.5
1856	239.5
1859	226.5
1862	239
1865	241.5
1868	253
1871	245.5
1874	241
1877	256
1880	250.5
1883	242.5
1886	266.5
1889	233
1892	232
1895	235.5
1898	247.5
1901	227
1904	246.5
1907	234.5
1910	249.5
1913	237.5
1916	245
1919	240
1922	226
1925	262.5
1928	244
1931	263
1934	227.5
1937	234
1940	252.5
1943	224
1946	243.5
1949	266
1952	230
1955	263.5
1958	215
1961	213
1964	235.5
1967	236.5
1970	248.5
1973	251
1976	261.5
1979	257
1982	258.5
1985	232.5
1988	259.5
1991	266.5
1994	236
1997	240.5
2000	245
2003	260
2006	237.5
2009	237
2012	236
2015	232
2018	246
2021	257.5
2024	269.5
2027	219
2030	231.5
2033	250.5
2036	227.5
2039	236.5
2042	232
2045	232
2048	237.5
2051	251.5
2054	240
2057	242
2060	232
2063	220
2066	251.5
2069	227.5
2072	237.5
2075	252
2078	235
2081	237
2084	216
2087	235
2090	212
2093	244
2096	236
2099	237.5
2102	231
2105	238
2108	222.5
2111	229.5
2114	239
2117	234.5
2120	224
2123	253.5
2126	252
2129	214.5
2132	260
2135	236.5
2138	236.5
2141	219
2144	243.5
2147	233.5
2150	247
2153	235.5
2156	217.5
2159	233.5
2162	249.5
2165	229
2168	245.5
2171	231.5
2174	222
2177	237
2180	231
2183	211.5
2186	236.5
2189	247.5
2192	250.5
2195	245.5
2198	220
2201	234
2204	227.5
2207	243
2210	228.5
2213	241.5
2216	230
2219	239
2222	228.5
2225	262.5
2228	221
2231	247
2234	236.5
2237	217
2240	218
2243	232
2246	221
2249	244
2252	229
2255	231.5
2258	238.5
2261	216
2264	217
2267	241
2270	219
2273	233
2276	225
2279	255.5
2282	219.5
2285	243.5
2288	222.5
2291	219
2294	209
2297	210
2300	220
2303	231
2306	227
2309	227
2312	230.5
2315	242
2318	235
2321	239
2324	235
2327	226.5
2330	255
2333	243.5
2336	228.5
2339	214
2342	203.5
2345	230
2348	223
2351	239
2354	229
2357	235
2360	242.5
2363	212.5
2366	222.5
2369	223
2372	226
2375	232
2378	212
2381	197
2384	233
2387	235.5
2390	214
2393	225.5
2396	219.5
2399	228
2402	224
2405	231
2408	214
2411	226.5
2414	217.5
2417	228
2420	207
2423	210.5
2426	224
2429	227
2432	225
2435	239.5
2438	223.5
2441	233.5
2444	239.5
2447	217.5
2450	204.5
2453	213.5
2456	241
2459	228
2462	222.5
2465	221.5
2468	228
2471	209
2474	210
2477	226
2480	217.5
2483	221.5
2486	222
2489	207
2492	245.5
2495	224.5
2498	211.5
2501	228
2504	234.5
2507	204
2510	221
2513	217.5
2516	212
2519	217.5
2522	206
2525	217.5
2528	212
2531	232.5
2534	224
2537	217
2540	220
2543	221.5
2546	220
2549	208
2552	215
2555	221.5
2558	230.5
2561	235
2564	217
2567	220.5
2570	223
2573	211.5
2576	230.5
2579	215
2582	223.5
2585	213.5
2588	197.5
2591	223
2594	214
2597	235
2600	219.5
2603	222.5
2606	228.5
2609	228
2612	211
2615	235.5
2618	236
2621	212.5
2624	232
2627	228
2630	231
2633	233
2636	224.5
2639	201
2642	218
2645	221.5
2648	215.5
2651	230
2654	225
2657	216.5
2660	223
2663	239
2666	237.5
2669	216
2672	227.5
2675	228
2678	233
2681	238
2684	212.5
2687	234
2690	231.5
2693	228.5
2696	230.5
2699	234
2702	241.5
2705	240
2708	233.5
2711	227
2714	231.5
2717	219.5
2720	226.5
2723	233
2726	227.5
2729	235.5
2732	220
2735	224
2738	239.5
2741	217.5
2744	218
2747	230.5
2750	220
2753	237
2756	231.5
2759	246
2762	213
2765	226.5
2768	229
2771	241
2774	237.5
2777	225
2780	230.5
2783	236
2786	229
2789	225
2792	232
2795	230.5
2798	214
2801	225
2804	236
2807	220.5
2810	212
2813	210.5
2816	251.5
2819	239.5
2822	226
2825	243
2828	222
2831	227
2834	223
2837	211
2840	203
2843	218.5
2846	210
2849	232
2852	221
2855	225.5
2858	230
2861	246
2864	223
2867	230
2870	227.5
2873	248
2876	223.5
2879	243.5
2882	238.5
2885	253
2888	227.5
2891	229
2894	235
2897	221
2900	221.5
2903	241.5
2906	230.5
2909	227.5
2912	229.5
2915	228
2918	234.5
2921	252.5
2924	248.5
2927	237
2930	236.5
2933	228
2936	233.5
2939	239
2942	209.5
2945	213.5
2948	228
2951	214.5
2954	235.5
2957	229
2960	222
2963	216
2966	204
2969	223
2972	226.5
2975	211
2978	227
2981	210.5
2984	226
2987	192.5
2990	228.5
2993	227.5
2996	208.5
2999	211.5
3002	210.5
3005	223
3008	229
3011	229
3014	209.5
3017	213
3020	206
3023	219.5
3026	224
3029	216
3032	215
3035	212
3038	232.5
3041	216.5
3044	213
3047	194.5
3050	201
3053	219.5
3056	230
3059	206.5
3062	225
3065	210
3068	213
3071	225
3074	208.5
3077	205.5
3080	209.5
3083	209.5
3086	195.5
3089	213
3092	206.5
3095	217.5
3098	206
3101	223.5
3104	192.5
3107	214.5
3110	193.5
3113	202
3116	223.5
3119	203
3122	210
3125	195.5
3128	188.5
3131	199.5
3134	192.5
3137	194
3140	211.5
3143	193
3146	196.5
3149	205
3152	176.5
3155	188
3158	188.5
3161	187.5
3164	200
3167	209
3170	187.5
3173	209.5
3176	212.5
3179	208
3182	182.5
3185	191
3188	192
3191	196
3194	202
3197	181
3200	197.5
3203	170.5
3206	178
3209	174
3212	185.5
3215	180
3218	176
3221	170.5
3224	175
3227	171.5
3230	177.5
3233	182.5
3236	177
3239	189
3242	170.5
3245	176
3248	168
3251	175
3254	172.5
3257	190
3260	192
3263	170.5
3266	177.5
3269	166.5
3272	190
3275	167
3278	190
3281	173.5
3284	169
3287	166.5
3290	168
3293	163.5
3296	180
3299	175
3302	165.5
3305	167.5
3308	164.5
3311	175.5
3314	180
3317	174
3320	169.5
3323	162
3326	163.5
3329	164
3332	162.5
3335	153.5
3338	158
3341	148
3344	161
3347	155.5
3350	156
3353	162
3356	158.5
3359	170.5
3362	158.5
3365	186.5
3368	169.5
3371	167
3374	160.5
3377	164.5
3380	161
3383	146
3386	169.5
3389	153.5
3392	168.5
3395	159.5
3398	150
3401	157.5
3404	156
3407	161
3410	166
3413	159
3416	147
3419	168.5
3422	152.5
3425	153
3428	160.5
3431	161.5
3434	148.5
3437	160.5
3440	149
3443	158.5
3446	165.5
3449	155
3452	161
3455	148.5
3458	156.5
3461	159
3464	147.5
3467	151.5
3470	165
3473	145
3476	162
3479	152.5
3482	164
3485	137
3488	163
3491	141.5
3494	141.5
3497	159
3500	140.5
